Post Date,Description,Debit,Credit
2/15/2022,Withdrawal DEBIT CARD/DD DOORDASH WINGSTOP 855-973-1040 CA Date 02/15/22 24492152046717334936258 Card 4969Merchant Category Code: 5812,22.27,
2/15/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 02/14/22 24427332045740268171899 Card 4969Merchant Category Code: 5411,214.95,
2/15/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 02/14/22 24492152045852068090575 Card 0718Merchant Category Code: 4816,212.5,
2/15/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 02/14/22 24492152045852068158497 Card 0718Merchant Category Code: 4816,90.31,
2/15/2022,Withdrawal DEBIT CARD/REID'S LAUNDRY &amp; DRY # 3 AUSTIN TX Date 02/14/22 24275472045880300929214 Card 2272Merchant Category Code: 7210,37.89,
2/14/2022,Withdrawal POS #204522518535/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,36.32,
2/14/2022,Withdrawal POS #204521960310/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,10,
2/14/2022,Withdrawal at ATM #204500007695/ATM RBFCU 1110 N. BELL BLVD BLDG AUSTIN Card 4969 Merchant Category Code: 6011,300,
2/14/2022,Withdrawal POS #204514576958/POS LOWE'S #1727 AUSTIN TX Card 2272 Merchant Category Code: 5200,123.34,
2/14/2022,Withdrawal DEBIT CARD/PIZZA HUT #1961 https://ipcha TX Date 02/13/22 24943002045400811000384 Card 4969Merchant Category Code: 5812,23.64,
2/14/2022,"Deposit Bulk/Checks 1,136.63 Check Count 1 Deposit Number 0000018",,1136.63
2/14/2022,Withdrawal ACH INTUIT 58352605/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 58352605,141.05,
2/14/2022,Withdrawal ACH CHASE CREDIT CRD/TYPE: EPAY ID: 5760039224 CO: CHASE CREDIT CRD,115.27,
2/14/2022,Withdrawal ACH Synchrony Bank/TYPE: CC PYMT ID: 9856794001 CO: Synchrony Bank,106.83,
2/14/2022,Deposit ACH INTUIT 01162405/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 01162405,,4133.87
2/14/2022,Withdrawal POS #204500211814/POS 7-ELEVEN 2620 Lake Austin B Austin Card 2675 Merchant Category Code: 5542,34.77,
2/14/2022,Withdrawal DEBIT CARD/KIM PAPER 512-973-0808 TX Date 02/11/22 24707802044030094665338 Card 2272Merchant Category Code: 7349,2609.17,
2/13/2022,Withdrawal POS #999380/POS H-E-B #265 170 E. WHITESTONE CEDAR PARK TX Card 2272Merchant Category Code: 5411,117.33,
2/13/2022,Withdrawal POS #675047/POS WAL-MART #2835 9006 GUILBEAU ROAD ANTONIO TX Card 4969Merchant Category Code: 5411,183.03,
2/13/2022,Withdrawal DEBIT CARD/H-E-B #224 SAN ANTONIO TX Date 02/12/22 24427332043740276150762 Card 4969Merchant Category Code: 5411,15.93,
2/13/2022,Withdrawal DEBIT CARD/DOORDASH*TACO BLVD WWW.DOORDASH. CA Date 02/13/22 24011342044000015264865 Card 4969Merchant Category Code: 5812,65.91,
2/13/2022,Withdrawal DEBIT CARD/LOTUS HUNAN AUSTIN TX Date 02/12/22 24013392043001259180761 Card 2272Merchant Category Code: 5812,75.63,
2/13/2022,Recurring Withdrawal DEBIT CARD/MCW308-WHITESTONE 866-2543229 TX Date 02/12/22 24071052043939170407053 Card 2272Merchant Category Code: 7542,19.99,
2/12/2022,Withdrawal DEBIT CARD/RAISING CANE'S #115 CEDAR PARK TX Date 02/11/22 24231682043698640066615 Card 4969Merchant Category Code: 5814,25.27,
2/12/2022,Withdrawal DEBIT CARD/EL POLLO RICO 9 CEDAR PARK TX Date 02/11/22 24013392043001201977090 Card 2272Merchant Category Code: 5812,47.49,
2/12/2022,Withdrawal DEBIT CARD/DD DOORDASH TACOBLVD 855-973-1040 CA Date 02/12/22 24492152043717005636180 Card 4969Merchant Category Code: 5812,25.92,
2/12/2022,Withdrawal DEBIT CARD/DD DOORDASH BLAZEPIZZ 855-973-1040 CA Date 02/12/22 24492152043715011199474 Card 4969Merchant Category Code: 5812,61.77,
2/12/2022,"Deposit Bulk/Checks 1,004.94 Check Count 2 Deposit Number 0000031",,1004.94
2/12/2022,Withdrawal DEBIT CARD/QT 4025 LIVE OAK TX Date 02/11/22 24692162043100198963322 Card 4969Merchant Category Code: 5541,18.88,
2/12/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 02/11/22 24427332042740282514614 Card 2272Merchant Category Code: 5411,143.93,
2/12/2022,Withdrawal DEBIT CARD/APLUS OUTDOOR POWER EQUI LEANDER TX Date 02/11/22 24801972042207966000038 Card 2272Merchant Category Code: 5046,153.87,
2/12/2022,Withdrawal POS #204222361186/POS QT 4025 OUTSIDE LIVE OAK TX Card 4969 Merchant Category Code: 5542,53.79,
2/12/2022,Uncollected Fee/Due since 02/11/22 - Courtesy Pay-ACH,34,
2/12/2022,Uncollected Fee/Due since 02/11/22 - Courtesy Pay-Dbt,34,
2/12/2022,Uncollected Fee/Due since 02/10/22 - UNPAIDNSF,34,
2/12/2022,Uncollected Fee/Due since 02/10/22 - Courtesy Pay-Dbt,34,
2/11/2022,Withdrawal at ATM #204200007289/ATM RBFCU 1110 N. BELL BLVD BLDG AUSTIN Card 4969 Merchant Category Code: 6011,500,
2/11/2022,Deposit ACH Texas Windstrom/TYPE: PAYABLES ID: 2746189303 DATA: DYNAMICS EFT DEPOSIT CO: Texas Windstrom,,12380
2/11/2022,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 02",447.78,
2/11/2022,Withdrawal Cash,1500,
2/11/2022,Withdrawal Cash,3000,
2/11/2022,"Deposit Bulk/Checks 17,355.32 Check Count 13 Deposit Number 0000009",,17355.32
2/11/2022,Withdrawal ACH ADP PAYROLL FEES/TYPE: ADP - FEES ID: 9659605001 DATA: OT CO: ADP PAYROLL FEES,105.11,
2/11/2022,Withdrawal DEBIT CARD/THE CROMEENS LAW FIRM HOUSTON TX Date 02/10/22 24559302041900016472505 Card 2272Merchant Category Code: 8111,170,
2/10/2022,Withdrawal POS #204161770002/POS NST THE HOME DEPOT 002583 8138 AGORA PKWY SELMA TX Card 2675Merchant Category Code: 5200,19.42,
2/10/2022,Check 50126 Tracer 807700000153001,749.78,
2/10/2022,Uncollected Fee/Due since 02/09/22 - Courtesy Pay-ACH,34,
2/10/2022,Uncollected Fee/Due since 02/09/22 - Courtesy Pay-ACH,34,
2/10/2022,Uncollected Fee/Due since 02/08/22 - Courtesy Pay-Ck,34,
2/9/2022,"Deposit Bulk/Checks 1,194.70 Check Count 1 Deposit Number 0000013",,1194.7
2/9/2022,Withdrawal ACH City of Austin T/TYPE: PAYMENT ID: 5746000085 CO: City of Austin T,180.81,
2/9/2022,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 4250598210 CO: AMERICAN GEN LIF,60.11,
2/9/2022,"Deposit/Bill.com, LLC Visa Direct CA Date 02/09/22 0 2040214149 3 5734 Card 0001Merchant Category Code: 5734",,2048.88
2/8/2022,Check 50128 Tracer 807500000576987,738.8,
2/8/2022,Check 50127 Tracer 807500000583682,1346.23,
2/8/2022,Withdrawal Courtesy Pay fee,34,
2/8/2022,"Recurring Withdrawal Bill Payment - #203900774964/BP Adobe Park Avenue,345 San Jose CA Card 0001 Merchant Category Code: 5817",16.23,
2/8/2022,Recurring Withdrawal DEBIT CARD/MCW308-WHITESTONE 866-2543229 TX Date 02/07/22 24071052038939190792390 Card 0001Merchant Category Code: 7542,19.99,
2/8/2022,Uncollected Fee/Due since 02/07/22 - Overdrawn ACH,34,
2/8/2022,Uncollected Fee/Due since 02/07/22 - Courtesy Pay-ACH,34,
2/8/2022,Uncollected Fee/Due since 02/05/22 - Courtesy Pay-Dbt,34,
2/8/2022,Uncollected Fee/Due since 02/04/22 - UNPAIDNSF,34,
2/8/2022,Uncollected Fee/Due since 02/04/22 - Courtesy Pay-Ck,34,
2/8/2022,Uncollected Fee/Due since 02/03/22 - Courtesy Pay-ACH,34,
2/8/2022,Uncollected Fee/Due since 02/03/22 - Courtesy Pay-ACH,34,
2/8/2022,Uncollected Fee/Due since 02/03/22 - Courtesy Pay-ACH,34,
2/7/2022,Deposit ACH ACCENTURE LLP/TYPE: PAYMENTS ID: 8975729001 CO: ACCENTURE LLP,,1688.7
2/7/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,307.33,
2/5/2022,Recurring Withdrawal Bill Payment - #203603951819/BP APPLE COM BILL CUPERTINO CA Card 2272 Merchant Category Code: 4899,2.99,
2/4/2022,Check 50134 Tracer 807100000169511,1627.46,
2/4/2022,Check 50129 Tracer 807100000367415,1259.86,
2/4/2022,"Deposit Bulk/Checks 2,695.43 Check Count 2 Deposit Number 0000001",,2695.43
2/4/2022,Deposit ACH PEAK6 GROUP/TYPE: PAYMENT ID: 1364166492 CO: PEAK6 GROUP,,189.44
2/3/2022,Withdrawal ACH BKAMERICA/TYPE: IC PAYMENT ID: 1409936115 CO: BKAMERICA,877.05,
2/3/2022,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980 CO: CAPITAL ONE,100,
2/3/2022,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 4250598210 CO: AMERICAN GEN LIF,44.54,
2/3/2022,Uncollected Fee/Due since 02/02/22 - Courtesy Pay-Dbt,34,
2/3/2022,Uncollected Fee/Due since 02/02/22 - Courtesy Pay-Dbt,34,
2/3/2022,Uncollected Fee/Due since 02/02/22 - Courtesy Pay-Dbt,34,
2/3/2022,Uncollected Fee/Due since 02/01/22 - Courtesy Pay-Ck,34,
2/2/2022,Withdrawal POS #203487690949/POS LAKE LINE FOOD STOP 1075 N LAKE LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,13.29,
2/2/2022,Withdrawal POS #203316483862/POS RANDALLS #2477 AUSTIN TX Card 2272 Merchant Category Code: 5411,10.49,
2/2/2022,Withdrawal ACH INTUIT 05337025/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 05337025,9.67,
2/2/2022,Deposit ACH INTUIT 48967275/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 48967275,,324.75
2/2/2022,Withdrawal DEBIT CARD/EXXONMOBIL 47743521 MARBLE FALLS TX Date 02/01/22 24164052033837003086427 Card 2272Merchant Category Code: 5541,11.9,
2/2/2022,Withdrawal DEBIT CARD/LOC CITIZENS*301621911 401-2825259 CT Date 02/01/22 24638572032016033544178 Card 0001Merchant Category Code: 6012,66.67,
2/2/2022,Withdrawal DEBIT CARD/LOC CITIZENS*301616774 401-2825259 CT Date 02/01/22 24638572032016033544152 Card 4969Merchant Category Code: 6012,63.76,
2/1/2022,Check 2456 Tracer 806800000464883,1000,
2/1/2022,Check 2453 Tracer 806800000465820,477.96,
2/1/2022,Withdrawal DEBIT CARD/SQ *THUNDERCLOUD 903 W. 1 Austin TX Date 02/01/22 24692162032100917269459 Card 2272Merchant Category Code: 5812,13.42,
2/1/2022,Check 50132 Tracer 806800000362001,1128.7,
2/1/2022,Deposit by Check,,1363.95
2/1/2022,Deposit Transfer From Share 00/Funds Transfer via Online,,1139.43
2/1/2022,Withdrawal at ATM #203200005620/ATM RBFCU 1110 N. BELL BLVD BLDG AUSTIN Card 4969 Merchant Category Code: 6011,400,
2/1/2022,Withdrawal ACH ADP - TAX/TYPE: ADP - TAX ID: 9333006057 DATA: 323298036 CO: ADP - TAX,3293.34,
2/1/2022,Withdrawal ACH Ambetter/TYPE: HEALTH INS ID: A113580784 CO: Ambetter,628.58,
2/1/2022,Withdrawal ACH Financial Pacifi/TYPE: LEASE PYMT ID: 9118771358 CO: Financial Pacifi,524.83,
2/1/2022,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
2/1/2022,Withdrawal DEBIT CARD/TST* RUDY'S COUNTRY STORE AUSTIN TX Date 02/01/22 24137462032500713359429 Card 2272Merchant Category Code: 5812,29.78,
2/1/2022,Withdrawal DEBIT CARD/AT&amp;T G9TG 176553 WEST LAKE HI TX Date 01/31/22 24055232032812902409484 Card 2272Merchant Category Code: 4814,66,
2/1/2022,Withdrawal DEBIT CARD/AT&amp;T G9TG 176553 WEST LAKE HI TX Date 01/31/22 24055232032812902410722 Card 2272Merchant Category Code: 4814,102.84,
2/1/2022,Withdrawal DEBIT CARD/APLUS OUTDOOR POWER EQUI LEANDER TX Date 01/31/22 24801972031207966300092 Card 2272Merchant Category Code: 5046,70.2,
2/1/2022,Withdrawal DEBIT CARD/APLUS OUTDOOR POWER EQUI LEANDER TX Date 01/31/22 24801972031207966300100 Card 2272Merchant Category Code: 5046,59.89,
1/31/2022,Withdrawal TRANSACTION FEES,32,
1/31/2022,Withdrawal LOW BALANCE FEE,6,
1/31/2022,Check 2454 Tracer 806700000572001,5580,
1/31/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 01/30/22 24231682031837001115306 Card 4969Merchant Category Code: 5411,60.33,
1/31/2022,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1407.74,
1/31/2022,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,498.66,
1/31/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #0017 AUSTIN TX Date 01/29/22 24427332030710002535524 Card 4969Merchant Category Code: 5814,15.89,
1/30/2022,Withdrawal at ATM #203019226122/ATM M212113 1801 EAST WHITESTONE BL PARK TX Card 2272Merchant Category Code: 6011,500,
1/30/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 01/29/22 24427332029740264475450 Card 4969Merchant Category Code: 5411,69.54,
1/30/2022,Withdrawal DEBIT CARD/FIV*SOCCER FOR YOU AUSTIN TX Date 01/29/22 24445002029300332929280 Card 4969Merchant Category Code: 5941,97.41,
1/30/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #04062 512-528-0944 TX Date 01/28/22 24427332029710027688558 Card 4969Merchant Category Code: 5814,21.65,
1/29/2022,Recurring Withdrawal Bill Payment - #202916820230/BP APPLE COM BILL CUPERTINO CA Card 2272 Merchant Category Code: 4899,14.06,
1/29/2022,Withdrawal DEBIT CARD/WENDY'S 12091 LEANDER TX Date 01/28/22 24445002029100158568828 Card 4969Merchant Category Code: 5814,9.92,
1/29/2022,"Deposit Bulk/Checks 1,075.00 Check Count 2 Deposit Number 0000022",,1075
1/29/2022,Withdrawal Cash,300,
1/29/2022,"Deposit Bulk/Checks 12,614.83 Check Count 1 Deposit Number 0000017",,12614.83
1/29/2022,Withdrawal ATM Fee/ATM BANK OF AMERICA *OHLEN ROAD AUSTIN Card 2272 Merchant Category Code: 6011,1,
1/29/2022,Withdrawal at ATM #20293189/ATM BANK OF AMERICA *OHLEN ROAD AUSTIN Card 2272 Merchant Category Code: 6011,103,
1/29/2022,Withdrawal DEBIT CARD/ATMOS ENERGY 888-286-6700 TX Date 01/28/22 24692162028100128714034 Card 4969Merchant Category Code: 4900,119.71,
1/28/2022,Withdrawal POS #307419/POS SUNOCO 0988927000 10401 N IH 35 TX Card 2675Merchant Category Code: 5542,53.07,
1/28/2022,Withdrawal DEBIT CARD/SHORT STOP #7 CEDAR PARK TX Date 01/27/22 24137462028100258952682 Card 2272Merchant Category Code: 5814,10.92,
1/28/2022,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,451.97,
1/28/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,211.44,
1/28/2022,Withdrawal ACH ADP PAYROLL FEES/TYPE: ADP - FEES ID: 9659605001 DATA: OT CO: ADP PAYROLL FEES,89.49,
1/28/2022,Deposit ACH Ternion Growth P/TYPE: SIGONFILE ID: 9000830338 DATA: 805-680-2004 CO: Ternion Growth P,,454.65
1/28/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 01/27/22 24427332027740273152456 Card 4969Merchant Category Code: 5411,145.75,
1/28/2022,Withdrawal Bill Payment #202827026762/BP FORTIVA 855-802-5572 GA Card 0001 Merchant Category Code: 6051,58.33,
1/28/2022,Withdrawal Bill Payment #202826026762/BP FORTIVA 855-802-5572 GA Card 4969 Merchant Category Code: 6051,43.85,
1/28/2022,Withdrawal DEBIT CARD/THE CROMEENS LAW FIRM HOUSTON TX Date 01/27/22 24559302027900015471340 Card 2272Merchant Category Code: 8111,70,
1/28/2022,Withdrawal DEBIT CARD/TAQUERIA GUADALAJARA AUSTIN TX Date 01/27/22 24036282027017028148653 Card 2272Merchant Category Code: 5812,84.09,
1/28/2022,Withdrawal DEBIT CARD/TXTAG 888 468 9824 888-468-9824 TX Date 01/27/22 24055232027762728382810 Card 2272Merchant Category Code: 9399,40,
1/27/2022,Check 2451 Tracer 806300000258339,630,
1/27/2022,Withdrawal at ATM #202719332831/ATM M212113 1801 EAST WHITESTONE BL PARK TX Card 2272Merchant Category Code: 6011,500,
1/27/2022,"Deposit Bulk/Checks 1,208.07 Check Count 1 Deposit Number 0000019",,1208.07
1/27/2022,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,4894.41,
1/27/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,932.51,
1/27/2022,Withdrawal ACH ALLY/TYPE: ALLY PAYMT ID: 9833122002 CO: ALLY,509.98,
1/27/2022,Withdrawal ACH Pedernales Elect/TYPE: WEB PMTS ID: 9000366457 DATA: 830-868-7155 CO: Pedernales Elect,68.96,
1/27/2022,Withdrawal DEBIT CARD/DOORDASH*BROOKLYN HEIG WWW.DOORDASH. CA Date 01/27/22 24011342027000013331097 Card 4969Merchant Category Code: 5812,33.34,
1/27/2022,Withdrawal DEBIT CARD/MCDONALD'S F11210 WEST LAKE HIL TX Date 01/26/22 24427332026720235385965 Card 2272Merchant Category Code: 5814,14.25,
1/26/2022,Withdrawal POS #218867/POS SOCO Market 8422 South Congress Ave Austin TX Card 2272Merchant Category Code: 5499,24.33,
1/26/2022,Withdrawal POS #202600456103/POS 7-ELEVEN 2505 S I35 Frontag New Braunfels TX Card 2675Merchant Category Code: 5542,45.67,
1/26/2022,Withdrawal POS #195728/POS SAMS CLUB #8259 SAM'S Club AUSTIN TX Card 2675 Merchant Category Code: 5300,22.93,
1/26/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 01/25/22 24231682026837001426171 Card 4969Merchant Category Code: 5411,99.86,
1/26/2022,Withdrawal DEBIT CARD/HARMONY DENTAL WELLNESS AUSTIN TX Date 01/25/22 24269792026100308740923 Card 2272Merchant Category Code: 8021,149,
1/26/2022,Withdrawal POS #202676036401/POS THE HOME DEPOT 8418 7900 N FM 620 AUSTIN TX Card 2272Merchant Category Code: 5200,101.21,
1/26/2022,Check 2452 Tracer 806200000008001,150,
1/26/2022,Withdrawal ACH ADP PAYROLL FEES/TYPE: ADP - FEES ID: 9659605001 DATA: OT CO: ADP PAYROLL FEES,122.01,
1/26/2022,Withdrawal ACH INTUIT 64713125/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 64713125,19.76,
1/26/2022,Deposit ACH INTUIT 10046035/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 10046035,,573.73
1/25/2022,Withdrawal POS #202659683894/POS LAKE LINE FOOD STOP 1075 N LAKE LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,24.78,
1/25/2022,Check 2450 Tracer 806100000348555,3000,
1/25/2022,Withdrawal POS #202523802076/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,143.93,
1/25/2022,Withdrawal POS #202500488102/POS 7-ELEVEN 6111 BEE CAVE RD AUSTIN TX Card 2272 Merchant Category Code: 5541,12.11,
1/25/2022,"Deposit Bulk/Checks 4,546.50 Check Count 1 Deposit Number 0000020",,4546.5
1/25/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,7007.63,
1/25/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031005 CO: ATT,136.47,
1/25/2022,Deposit ACH Ternion Growth P/TYPE: SIGONFILE ID: 9000830338 DATA: 805-680-2004 CO: Ternion Growth P,,454.65
1/25/2022,Withdrawal POS #202513927252/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,30.71,
1/25/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 01/25/22 24430992025083755038416 Card 4969Merchant Category Code: 7393,61.13,
1/25/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 01/25/22 24430992025083349966031 Card 0001Merchant Category Code: 7393,80.25,
1/25/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 01/25/22 24430992025083344638338 Card 0001Merchant Category Code: 7393,40.56,
1/25/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 01/25/22 24430992025083356850607 Card 4969Merchant Category Code: 7393,39.48,
1/25/2022,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 01/24/22 24755422024640243044789 Card 0001Merchant Category Code: 4900,271.43,
1/24/2022,Withdrawal POS #202417638361/POS O'REILLY AUTO PARTS 5951 AUSTIN TX Card 2272 Merchant Category Code: 5533,6.48,
1/24/2022,Withdrawal POS #202412972765/POS RANDALLS #2477 AUSTIN TX Card 2272 Merchant Category Code: 5411,28.65,
1/24/2022,Deposit Transfer From Share 00/Funds Transfer via Online,,9000
1/24/2022,Withdrawal Transfer To Share 00/Payroll,10000,
1/24/2022,Withdrawal DEBIT CARD/BUSHS CHICKEN - AUSTIN AUSTIN TX Date 01/23/22 24269792024000802737825 Card 0718Merchant Category Code: 5814,38.61,
1/24/2022,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
1/24/2022,Withdrawal ACH INTUIT 49030095/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 49030095,8.66,
1/24/2022,Withdrawal DEBIT CARD/GATTIS PIZZA CEDAR PARK 512-258-6140 TX Date 01/23/22 24632692024000778019267 Card 0718Merchant Category Code: 5812,25.91,
1/24/2022,Deposit ACH Texas Windstrom/TYPE: PAYABLES ID: 2746189303 DATA: DYNAMICS EFT DEPOSIT CO: Texas Windstrom,,12380
1/24/2022,Deposit ACH INTUIT 94516885/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 94516885,,866
1/24/2022,Withdrawal POS #202400045277/POS 7-ELEVEN 2620 Lake Austin B Austin Card 2675 Merchant Category Code: 5542,45.36,
1/23/2022,Withdrawal DEBIT CARD/TST* PALENQUE GROUP - AUS ROUND ROCK TX Date 01/23/22 24137462023100533080858 Card 4969Merchant Category Code: 5812,53.06,
1/23/2022,Withdrawal POS #202337682075/POS LAKE LINE FOOD STOP 1075 N LAKE LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,33.73,
1/23/2022,Withdrawal Bill Payment #202327100818/BP CULLIGAN/ULTRAPURE WAT 507-200-0820 Card 2272 Merchant Category Code: 4900,97.32,
1/23/2022,Withdrawal DEBIT CARD/TACO MORE AUSTIN TX Date 01/22/22 24692162023100737393167 Card 2272Merchant Category Code: 5812,61.29,
1/23/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #04062 512-528-0944 TX Date 01/21/22 24427332022710025596347 Card 4969Merchant Category Code: 5814,11.1,
1/23/2022,Uncollected Fee/Due since 01/22/22 - Courtesy Pay-Dbt,34,
1/22/2022,Withdrawal DEBIT CARD/POPEYES 12754 LEANDER TX Date 01/21/22 24231682022400000104739 Card 4969Merchant Category Code: 5814,8.64,
1/22/2022,Deposit Transfer From Loan 00,,83.18
1/22/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #01136 AUSTIN TX Date 01/20/22 24427332021710006663323 Card 0718Merchant Category Code: 5814,41.78,
1/22/2022,Withdrawal DEBIT CARD/EL RINCONCITO SALVADORENO AUSTIN TX Date 01/20/22 24036282021017014579248 Card 2272Merchant Category Code: 5814,10.5,
1/22/2022,Deposit Transfer From Loan 00,,4
1/21/2022,Check 50124 Tracer 805700000349281,1742.35,
1/21/2022,Deposit Transfer From Loan 00,,11.82
1/21/2022,Check 2443 Tracer 805700000349970,500,
1/21/2022,Withdrawal POS #202121501346/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,54.95,
1/21/2022,Withdrawal POS #202117610801/POS THE HOME DEPOT #0509 11301 LAKELINE AUSTIN TX Card 2272Merchant Category Code: 5200,103.15,
1/21/2022,Withdrawal POS #202105152909/POS SHELL SERVICE STATION AUSTIN TX Card 2675 Merchant Category Code: 5542,44.34,
1/21/2022,Withdrawal DEBIT CARD/LUXURY AUTO WORKS CEDA CEDAR PARK TX Date 01/20/22 24071052020939130462948 Card 2272Merchant Category Code: 7538,1999.9,
1/21/2022,Withdrawal DEBIT CARD/EL RINCONCITO SALVADORENO AUSTIN TX Date 01/19/22 24036282020017027924465 Card 2272Merchant Category Code: 5814,138.53,
1/20/2022,Check 2446 Tracer 805600000318941,2400,
1/20/2022,Withdrawal POS #202018679899/POS LAKE LINE FOOD STOP 1075 N LAKE LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,16.23,
1/20/2022,Withdrawal POS #202022721155/POS CVS/PHARMACY #04 04186--1 Cedar Park TX Card 4969Merchant Category Code: 5912,52.69,
1/20/2022,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980 CO: CAPITAL ONE,250,
